idx,label,votes_negative,votes_neither,votes_neutral,votes_positive,FML_3_pred,FML_3_flagged,FML_3_sent,FML_3_result_mt,FME_pred,FME_flagged,FME_sent,FME_result_mt,FME_CL_flagged,FME_CL_sent,FME_CL_result_mt,BL_CL_pred,BL_CL_flagged,BL_CL_sent,BL_CL_result_mt
211870,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210053,0,,2,3,,0,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
211915,0,4,,1,,0,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
210066,0,4,,,1,0,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
211950,0,3,,2,,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
210084,0,3,2,,,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,TRUE,TRUE,Non-Error,1,FALSE,FALSE,Non-Error
212056,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,FALSE,FALSE,Correctable
210086,0,4,,1,,0,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
212077,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210099,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212115,0,1,,2,2,1,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,TRUE,TRUE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
210121,0,2,,1,2,0,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement
212136,0,,,2,3,1,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
210125,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212185,0,4,,1,,1,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
210126,0,5,,,,0,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
212243,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210142,0,2,,3,,0,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
212258,0,,,2,3,0,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
210146,0,4,,1,,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212332,0,,,5,,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
210154,0,1,,,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
212363,0,1,,4,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
210158,0,,,,5,0,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
212382,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,FALSE,FALSE,Correctable
210164,0,,1,2,2,1,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,TRUE,TRUE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
212412,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210166,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
212474,0,,,2,3,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,FALSE,FALSE,Correctable
210188,0,3,1,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212505,1,1,,4,,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
210201,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
212622,1,,,2,3,1,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
210202,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
212655,1,,,4,1,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,0,FALSE,FALSE,NA: Neutral
210206,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212684,1,3,,2,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable
210213,0,1,,2,2,0,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
212788,1,,,1,4,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
210245,0,2,,2,1,0,TRUE,TRUE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
212846,1,,,3,2,1,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral
210248,0,3,,1,1,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
212875,1,,,,5,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
210260,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
212906,1,3,,2,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,FALSE,FALSE,Correctable
210273,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212976,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
210277,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212991,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
210283,0,3,2,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
213032,1,2,,1,2,1,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,0,TRUE,TRUE,NA: Non-Agreement
210285,0,3,2,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211332,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
210305,0,3,2,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211351,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210307,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211386,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210309,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
211394,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210315,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211405,0,,,3,2,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
210323,0,3,,2,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211430,0,,,2,3,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,FALSE,FALSE,Correctable
210339,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211447,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210340,0,1,,2,2,0,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement
211461,0,2,,3,,0,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
210355,0,,1,3,1,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
211491,0,,,1,4,0,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
210371,0,4,,1,,1,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
211504,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210396,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211541,0,,2,1,2,1,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,TRUE,TRUE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
210404,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211570,0,,1,3,1,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
210409,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
211594,0,3,,1,1,0,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
210419,0,1,,2,2,1,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement
211628,0,,1,3,1,0,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
210441,0,5,,,,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error
211659,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210476,0,1,1,1,2,0,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement
211700,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
210531,0,2,,,3,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
211716,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
210536,0,2,,3,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
211728,0,2,1,2,,1,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
210650,0,1,,4,,0,FALSE,FALSE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
211756,0,4,,1,,0,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
210662,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211767,0,,,,5,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
210673,0,3,,2,,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
211783,0,1,,3,1,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
210674,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211810,0,2,,3,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
210675,0,,,2,3,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
211855,0,5,,,,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
210676,0,5,,,,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211890,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210677,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
211910,0,1,,4,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
210678,0,1,3,,1,0,FALSE,FALSE,NA: Neither,0,TRUE,TRUE,NA: Neither,FALSE,FALSE,NA: Neither,1,TRUE,TRUE,NA: Neither
211931,0,3,,2,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210682,0,1,,4,,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
211945,0,4,,,1,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210683,0,3,,1,1,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211983,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210710,0,,3,2,,0,FALSE,FALSE,NA: Neither,0,FALSE,FALSE,NA: Neither,FALSE,FALSE,NA: Neither,1,TRUE,TRUE,NA: Neither
212049,0,2,,3,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
210714,0,3,1,,1,1,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
212065,0,,,4,1,0,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
210729,0,2,,3,,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
212071,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210782,0,2,,3,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
212093,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210783,0,1,1,3,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
212114,0,1,,2,2,1,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
210784,0,3,,2,,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
212116,0,4,1,,,0,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
210788,0,4,,1,,0,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212130,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
210795,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
212141,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210796,0,,,3,2,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
212145,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210799,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
212189,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210804,0,2,,3,,1,TRUE,TRUE,NA: Neutral,0,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
212226,0,2,,2,1,0,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement
210850,0,4,,,1,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212253,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
210893,0,,,,5,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
212256,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
210908,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212278,0,1,1,3,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
210929,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable
212296,0,2,,3,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
210933,0,1,,2,2,0,TRUE,TRUE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
212344,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210956,0,,,1,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
212361,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
210970,0,1,,3,1,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
212365,0,2,,2,1,1,TRUE,TRUE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,FALSE,FALSE,NA: Non-Agreement
210997,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212377,0,2,,1,2,0,FALSE,FALSE,NA: Non-Agreement,0,FALSE,FALSE,NA: Non-Agreement,FALSE,FALSE,NA: Non-Agreement,1,TRUE,TRUE,NA: Non-Agreement
211014,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212389,0,2,,,3,0,FALSE,FALSE,Correctable,0,FALSE,FALSE,Correctable,FALSE,FALSE,Correctable,1,TRUE,TRUE,Correctable
211027,0,1,,4,,0,FALSE,FALSE,NA: Neutral,0,FALSE,FALSE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
212405,0,,1,4,,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
211028,0,4,,,1,1,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error
212415,0,3,,1,1,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211029,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212471,0,1,,3,1,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
211030,0,1,,3,1,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,FALSE,FALSE,NA: Neutral,1,FALSE,FALSE,NA: Neutral
212485,0,1,,,4,1,TRUE,TRUE,Correctable,1,TRUE,TRUE,Correctable,FALSE,FALSE,Correctable,1,FALSE,FALSE,Correctable
211034,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212493,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
211088,0,4,,1,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212563,1,,,,5,1,FALSE,FALSE,Non-Error,1,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,0,TRUE,TRUE,Non-Error
211144,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212609,1,3,,2,,0,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable,TRUE,TRUE,Correctable,0,TRUE,TRUE,Correctable
211165,0,,,3,2,1,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral,TRUE,TRUE,NA: Neutral,1,TRUE,TRUE,NA: Neutral
212631,1,,,1,4,0,TRUE,TRUE,Non-Error,1,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
211179,0,5,,,,0,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error,FALSE,FALSE,Non-Error,1,TRUE,TRUE,Non-Error
212643,1,,,1,4,0,TRUE,TRUE,Non-Error,0,TRUE,TRUE,Non-Error,FALSE,FALSE,Non-Error,0,FALSE,FALSE,Non-Error
